filename,width,height,class,xmin,ymin,xmax,ymax
ele (619).jpg,612,408,africanelephant,247,49,359,222
ele (620).jpg,612,409,africanelephant,282,55,533,260
ele (621).jpg,459,612,africanelephant,285,413,390,534
ele (623).jpg,612,462,africanelephant,290,138,402,276
ele (624).jpg,612,407,africanelephant,206,77,352,270
ele (625).jpg,612,408,africanelephant,343,89,500,245
ele (626).jpg,612,408,africanelephant,189,74,319,229
ele (627).jpg,612,408,africanelephant,201,75,339,251
ele (628).jpg,612,479,africanelephant,295,120,537,241
ele (631).jpg,612,408,africanelephant,237,166,308,271
ele (632).jpg,612,408,africanelephant,303,92,437,245
ele (633).jpg,612,408,africanelephant,230,64,349,205
ele (634).jpg,612,383,africanelephant,73,116,214,294
ele (638).jpg,480,612,africanelephant,149,106,355,365
ele (643).jpg,612,408,africanelephant,214,36,362,196
ele (650).jpg,612,408,africanelephant,306,80,466,174
ele (651).jpg,612,408,africanelephant,326,91,497,264
ele (652).jpg,430,612,africanelephant,131,243,289,410
ele (653).jpg,612,408,africanelephant,214,98,364,261
ele (654).jpg,612,408,africanelephant,237,33,372,256
ele (656).jpg,612,408,africanelephant,321,91,437,309
ele (657).jpg,612,408,africanelephant,283,26,485,242
ele (663).jpg,612,459,africanelephant,292,152,399,275
ele (663).jpg,612,459,africanelephant,430,202,510,317
ele (664).jpg,612,408,africanelephant,291,45,437,242
ele (666).jpg,612,408,africanelephant,293,19,419,226
ele (667).jpg,612,408,africanelephant,146,90,253,252
ele (668).jpg,408,612,africanelephant,106,119,311,430
ele (669).jpg,612,344,africanelephant,273,133,333,197
ele (669).jpg,612,344,africanelephant,484,136,559,200
ele (669).jpg,612,344,africanelephant,109,105,163,166
ele (670).jpg,459,612,africanelephant,196,124,327,301
ele (672).jpg,612,408,africanelephant,186,55,350,245
ele (673).jpg,612,408,africanelephant,230,70,391,211
ele (674).jpg,612,383,africanelephant,255,126,361,327
ele (675).jpg,612,382,africanelephant,301,128,398,283
ele (676).jpg,612,408,africanelephant,321,24,435,224
ele (680).jpg,612,408,africanelephant,321,170,384,277
ele (680).jpg,612,408,africanelephant,402,191,463,281
ele (680).jpg,612,408,africanelephant,501,205,550,284
ele (680).jpg,612,408,africanelephant,71,200,128,282
ele (680).jpg,612,408,africanelephant,164,171,226,277
ele (681).jpg,612,408,africanelephant,288,127,387,226
ele (682).jpg,612,408,africanelephant,258,115,370,247
ele (684).jpg,612,408,africanelephant,222,171,312,274
ele (686).jpg,612,408,africanelephant,288,75,418,263
ele (687).jpg,612,408,africanelephant,332,95,453,239
ele (688).jpg,408,612,africanelephant,144,188,285,382
ele (689).jpg,612,406,africanelephant,261,138,395,276
ele (690).jpg,612,406,africanelephant,161,117,318,288
ele (691).jpg,612,408,africanelephant,350,66,444,183
ele (692).jpg,612,408,africanelephant,339,110,501,247
ele (693).jpg,612,408,africanelephant,48,95,194,224
ele (694).jpg,612,408,africanelephant,343,61,530,226
ele (695).jpg,612,408,africanelephant,356,116,492,264
ele (696).jpg,612,408,africanelephant,358,85,505,235
ele (697).jpg,408,612,africanelephant,106,189,282,372
ele (698).jpg,612,408,africanelephant,213,73,379,247
ele (699).jpg,612,408,africanelephant,248,73,453,245
ele (701).jpg,612,408,africanelephant,324,128,450,250
ele (702).jpg,612,408,africanelephant,191,39,459,182
ele (703).jpg,612,408,africanelephant,278,140,364,284
ele (704).jpg,612,382,africanelephant,232,114,323,192
ele (705).jpg,612,612,africanelephant,235,114,515,353
ele (706).jpg,612,433,africanelephant,307,61,536,241
ele (707).jpg,612,408,africanelephant,179,92,293,203
ele (708).jpg,612,408,africanelephant,6,140,136,301
ele (708).jpg,612,408,africanelephant,220,114,401,230
ele (712).jpg,612,408,africanelephant,231,110,398,253
ele (713).jpg,612,400,africanelephant,307,88,464,215
ele (714).jpg,612,399,africanelephant,374,147,492,249
ele (715).jpg,612,408,africanelephant,291,129,395,259
ele (716).jpg,612,408,africanelephant,258,106,379,318
ele (717).jpg,612,408,africanelephant,211,59,366,308
ele (720).jpg,612,459,africanelephant,308,123,484,309
ele (721).jpg,612,408,africanelephant,169,124,329,288
ele (722).jpg,408,612,africanelephant,79,124,341,435
ele (723).jpg,612,408,africanelephant,302,71,416,279
ele (723).jpg,612,408,africanelephant,169,80,276,259
ele (723).jpg,612,408,africanelephant,551,140,612,247
ele (724).jpg,612,408,africanelephant,259,164,350,274
ele (724).jpg,612,408,africanelephant,449,155,525,265
ele (725).jpg,612,449,africanelephant,112,53,297,242
ele (726).jpg,612,408,africanelephant,369,65,446,139
ele (727).jpg,612,524,africanelephant,246,193,482,406
ele (728).jpg,554,612,africanelephant,225,103,424,364
ele (729).jpg,511,612,africanelephant,122,110,393,368
ele (739).jpg,612,344,africanelephant,343,62,470,253
ele (741).jpg,612,341,africanelephant,429,167,526,271
ele (742).jpg,612,358,africanelephant,379,168,471,255
ele (743).jpg,612,401,africanelephant,291,140,443,245
ele (744).jpg,612,408,africanelephant,259,149,396,275
ele (745).jpg,612,408,africanelephant,164,78,326,271
ele (746).jpg,612,395,africanelephant,300,77,513,213
ele (747).jpg,612,408,africanelephant,216,106,390,243
ele (748).jpg,612,459,africanelephant,233,103,445,282
ele (749).jpg,612,411,africanelephant,316,169,419,269
ele (750).jpg,612,378,africanelephant,142,179,192,237
ele (751).jpg,612,459,africanelephant,215,107,307,259
ele (752).jpg,612,459,africanelephant,220,52,438,307
ele (753).jpg,612,408,africanelephant,311,153,355,240
ele (754).jpg,612,306,africanelephant,273,110,350,175
ele (755).jpg,612,408,africanelephant,239,100,350,211
ele (756).jpg,408,612,africanelephant,197,274,343,441
ele (757).jpg,408,612,africanelephant,69,152,264,437
ele (758).jpg,540,612,africanelephant,204,253,330,424
ele (759).jpg,612,408,africanelephant,190,125,399,259
ele (764).jpg,612,408,africanelephant,196,24,395,300
ele (765).jpg,408,612,africanelephant,62,122,281,323
ele (766).jpg,612,408,africanelephant,183,26,571,368
ele (767).jpg,612,408,africanelephant,232,70,392,216
ele (768).jpg,612,408,africanelephant,88,19,471,381
ele (769).jpg,612,468,africanelephant,237,18,577,415
ele (770).jpg,612,420,africanelephant,170,93,413,267
ele (771).jpg,612,408,africanelephant,204,115,450,309
ele (772).jpg,612,408,africanelephant,270,101,440,233
ele (773).jpg,408,612,africanelephant,94,157,356,464
ele (775).jpg,612,408,africanelephant,219,137,369,259
ele (776).jpg,612,408,africanelephant,101,61,470,360
ele (777).jpg,612,388,africanelephant,317,170,403,256
ele (780).jpg,612,408,africanelephant,232,53,393,164
ele (780).jpg,612,408,africanelephant,418,42,526,158
ele (781).jpg,612,408,africanelephant,295,61,460,218
ele (782).jpg,612,408,africanelephant,212,78,371,293
ele (783).jpg,459,612,africanelephant,181,278,307,402
ele (784).jpg,612,385,africanelephant,58,77,289,275
ele (785).jpg,612,326,africanelephant,107,104,239,200
ele (786).jpg,612,326,africanelephant,102,109,238,213
ele (787).jpg,612,408,africanelephant,185,78,415,270
ele (788).jpg,612,408,africanelephant,188,122,466,277
ele (789).jpg,612,408,africanelephant,240,142,340,280
ele (790).jpg,612,415,africanelephant,336,127,487,278
ele (791).jpg,612,408,africanelephant,113,50,260,265
ele (792).jpg,612,384,africanelephant,290,78,389,211
ele (792).jpg,612,384,africanelephant,184,94,259,194
ele (793).jpg,612,384,africanelephant,288,72,385,206
ele (793).jpg,612,384,africanelephant,182,99,258,208
ele (794).jpg,612,493,africanelephant,163,184,261,289
ele (795).jpg,612,408,africanelephant,246,110,327,215
ele (796).jpg,612,408,africanelephant,263,48,482,283
ele (797).jpg,612,408,africanelephant,210,70,377,284
ele (798).jpg,612,408,africanelephant,68,87,262,285
ele (799).jpg,612,367,africanelephant,266,57,365,231
ele (800).jpg,612,408,africanelephant,166,29,428,303
ele (802).jpg,408,612,africanelephant,95,187,304,404
ele (807).jpg,612,408,africanelephant,327,92,489,330
ele (808).jpg,612,407,africanelephant,205,116,393,271
ele (809).jpg,408,612,africanelephant,94,74,404,497
ele (810).jpg,612,408,africanelephant,227,158,261,214
ele (811).jpg,612,408,africanelephant,227,134,287,190
ele (813).jpg,612,459,africanelephant,244,71,478,341
ele (814).jpg,612,408,africanelephant,380,34,612,304
ele (815).jpg,612,408,africanelephant,267,34,440,235
ele (816).jpg,612,408,africanelephant,265,37,435,218
ele (817).jpg,612,408,africanelephant,255,297,283,344
ele (818).jpg,612,408,africanelephant,317,167,374,209
ele (819).jpg,612,408,africanelephant,233,93,329,270
ele (820).jpg,612,408,africanelephant,249,184,316,280
ele (821).jpg,612,408,africanelephant,172,159,334,327
ele (823).jpg,612,408,africanelephant,113,80,296,258
ele (824).jpg,612,408,africanelephant,297,116,361,213
ele (825).jpg,612,408,africanelephant,238,99,352,285
ele (826).jpg,612,408,africanelephant,246,102,340,229
ele (827).jpg,408,612,africanelephant,107,189,328,429
ele (829).jpg,612,408,africanelephant,323,90,492,342
ele (830).jpg,612,452,africanelephant,145,80,352,375
ele (831).jpg,612,434,africanelephant,91,62,301,379
ele (833).jpg,612,410,africanelephant,332,67,519,351
ele (835).jpg,612,408,africanelephant,139,61,304,313
ele (836).jpg,612,408,africanelephant,259,58,471,284
ele (837).jpg,612,409,africanelephant,252,22,424,348
ele (838).jpg,612,408,africanelephant,126,26,411,253
ele (839).jpg,612,408,africanelephant,224,85,391,313
ele (840).jpg,612,408,africanelephant,204,35,464,372
ele (841).jpg,612,408,africanelephant,321,170,436,312
ele (842).jpg,612,408,africanelephant,166,63,408,305
ele (843).jpg,612,408,africanelephant,66,71,360,316
ele (844).jpg,612,408,africanelephant,399,171,543,280
ele (845).jpg,408,612,africanelephant,90,169,285,532
ele (846).jpg,612,408,africanelephant,298,64,541,232
ele (848).jpg,612,406,africanelephant,321,88,471,270
ele (849).jpg,612,408,africanelephant,223,46,374,366
ele (850).jpg,612,408,africanelephant,26,22,311,255
ele (851).jpg,612,408,africanelephant,267,116,416,280
ele (852).jpg,612,408,africanelephant,265,100,402,354
ele (853).jpg,612,408,africanelephant,161,92,405,362
ele (854).jpg,612,408,africanelephant,159,58,316,332
ele (855).jpg,612,408,africanelephant,266,78,493,295
ele (856).jpg,612,408,africanelephant,193,196,271,304
ele (857).jpg,408,612,africanelephant,1,18,297,554
ele (859).jpg,612,612,africanelephant,157,129,445,473
ele (860).jpg,612,408,africanelephant,256,79,391,303
ele (863).jpg,612,407,africanelephant,192,240,243,288
ele (864).jpg,612,407,africanelephant,239,37,537,308
ele (865).jpg,612,408,africanelephant,213,48,414,275
ele (866).jpg,612,407,africanelephant,297,58,606,329
ele (868).jpg,612,408,africanelephant,230,39,468,339
ele (872).jpg,612,459,africanelephant,237,83,453,299
ele (873).jpg,408,612,africanelephant,66,116,334,379
ele (875).jpg,612,513,africanelephant,163,39,402,397
ele (877).jpg,612,408,africanelephant,247,51,406,287
ele (883).jpg,612,344,africanelephant,323,181,397,258
ele (884).jpg,612,411,africanelephant,313,97,548,234
ele (885).jpg,612,408,africanelephant,203,62,377,267
ele (897).jpg,612,408,africanelephant,266,77,408,329
ele (899).jpg,408,612,africanelephant,88,142,267,539
ele (903).jpg,612,408,africanelephant,322,9,575,319
ele (909).jpg,383,612,africanelephant,131,137,350,439
ele (911).jpg,612,415,africanelephant,192,54,464,366
ele (930).jpg,612,359,africanelephant,93,214,142,273
ele (931).jpg,612,463,africanelephant,431,223,539,362
ele (948).jpg,612,609,africanelephant,201,103,398,318
ele (949).jpg,612,525,africanelephant,160,106,271,291
ele (949).jpg,612,525,africanelephant,363,252,464,360
ele (949).jpg,612,525,africanelephant,481,136,582,347
ele (950).jpg,612,406,africanelephant,130,88,297,248
ele (951).jpg,612,406,africanelephant,149,152,255,312
ele (952).jpg,612,408,africanelephant,71,65,391,364
ele (953).jpg,612,408,africanelephant,71,67,411,361
ele (967).jpg,612,405,africanelephant,55,39,349,289
ele (968).jpg,612,407,africanelephant,157,43,289,198
ele (969).jpg,612,407,africanelephant,275,47,401,224
ele (970).jpg,612,407,africanelephant,272,68,405,241
ele (971).jpg,612,406,africanelephant,140,130,225,228
ele (972).jpg,612,408,africanelephant,280,74,452,274
ele (973).jpg,612,408,africanelephant,307,83,450,206
ele (974).jpg,612,408,africanelephant,173,67,376,351
ele (975).jpg,612,408,africanelephant,167,77,303,293
ele (978).jpg,612,408,africanelephant,174,90,375,280
ele (980).jpg,612,407,africanelephant,263,48,420,228
ele (981).jpg,612,407,africanelephant,251,98,362,256
ele (982).jpg,612,408,africanelephant,251,145,341,286
ele (983).jpg,612,419,africanelephant,140,79,295,323
ele (984).jpg,612,408,africanelephant,277,29,497,262
ele (985).jpg,612,408,africanelephant,283,37,439,272
ele (986).jpg,612,407,africanelephant,281,45,464,350
ele (987).jpg,503,612,africanelephant,150,148,335,436
ele (988).jpg,612,408,africanelephant,309,75,481,298
ele (989).jpg,408,612,africanelephant,124,46,399,390
ele (991).jpg,408,612,africanelephant,108,171,267,393
ele (992).jpg,612,408,africanelephant,188,106,320,295
ele (993).jpg,408,612,africanelephant,126,126,358,435
ele (994).jpg,612,408,africanelephant,208,69,463,361
ele (996).jpg,612,344,africanelephant,136,97,262,278
ele (997).jpg,612,408,africanelephant,224,155,324,302
ele (998).jpg,612,408,africanelephant,401,186,525,293
ele (998).jpg,612,408,africanelephant,188,152,259,262
ele (999).jpg,612,408,africanelephant,209,98,398,327
ele (999).jpg,612,408,africanelephant,486,59,612,253
fox (100).jpg,612,399,arcticfox,343,107,425,207
fox (101).jpg,612,429,arcticfox,117,83,253,228
fox (102).jpg,612,403,arcticfox,328,104,411,190
fox (103).jpg,612,408,arcticfox,396,198,453,263
fox (104).jpg,612,406,arcticfox,310,166,369,246
fox (105).jpg,612,407,arcticfox,354,48,475,206
fox (106).jpg,612,408,arcticfox,253,127,355,254
fox (107).jpg,612,430,arcticfox,357,111,445,190
fox (108).jpg,612,490,arcticfox,354,202,420,287
fox (108).jpg,612,490,arcticfox,81,318,140,389
fox (109).jpg,612,408,arcticfox,99,79,190,190
fox (110).jpg,612,406,arcticfox,276,117,365,241
fox (111).jpg,612,437,arcticfox,37,145,141,265
fox (112).jpg,612,408,arcticfox,275,76,397,223
fox (113).jpg,612,408,arcticfox,167,145,239,237
fox (114).jpg,612,408,arcticfox,196,125,260,195
fox (115).jpg,612,412,arcticfox,336,157,394,223
fox (116).jpg,402,612,arcticfox,48,172,223,386
fox (117).jpg,404,612,arcticfox,147,193,283,386
fox (118).jpg,612,406,arcticfox,167,129,264,226
fox (119).jpg,612,408,arcticfox,176,112,265,221
fox (120).jpg,612,408,arcticfox,271,177,366,300
fox (121).jpg,612,413,arcticfox,245,70,354,207
fox (122).jpg,612,413,arcticfox,251,81,402,231
fox (123).jpg,612,388,arcticfox,205,137,335,274
fox (124).jpg,475,612,arcticfox,111,183,373,441
fox (125).jpg,612,417,arcticfox,277,147,356,251
fox (126).jpg,612,417,arcticfox,275,150,359,246
fox (127).jpg,612,415,arcticfox,211,115,293,216
fox (128).jpg,612,415,arcticfox,226,119,326,222
fox (129).jpg,612,482,arcticfox,372,55,490,205
fox (130).jpg,612,407,arcticfox,295,113,461,287
fox (131).jpg,612,408,arcticfox,274,133,419,276
fox (132).jpg,612,399,arcticfox,180,147,262,242
fox (133).jpg,612,410,arcticfox,84,106,261,278
fox (134).jpg,612,410,arcticfox,142,108,363,304
fox (135).jpg,612,410,arcticfox,211,100,388,309
fox (136).jpg,612,410,arcticfox,169,154,352,343
fox (137).jpg,612,410,arcticfox,205,160,368,369
fox (138).jpg,410,612,arcticfox,132,208,298,389
fox (139).jpg,612,408,arcticfox,337,137,378,195
fox (140).jpg,612,408,arcticfox,315,120,353,169
fox (141).jpg,612,410,arcticfox,159,103,313,319
fox (142).jpg,612,379,arcticfox,235,85,410,298
fox (143).jpg,612,399,arcticfox,264,105,411,295
fox (144).jpg,612,400,arcticfox,283,96,373,213
fox (145).jpg,612,408,arcticfox,252,139,389,293
fox (146).jpg,612,408,arcticfox,244,139,384,287
fox (147).jpg,612,408,arcticfox,104,92,207,212
fox (148).jpg,612,408,arcticfox,234,80,340,206
fox (149).jpg,612,408,arcticfox,348,58,443,206
fox (150).jpg,612,408,arcticfox,339,62,451,200
fox (151).jpg,507,338,arcticfox,280,31,381,160
fox (152).jpg,612,408,arcticfox,231,118,427,296
fox (153).jpg,612,408,arcticfox,286,136,429,322
fox (154).jpg,490,612,arcticfox,128,117,399,430
fox (155).jpg,612,404,arcticfox,357,104,444,209
fox (156).jpg,612,404,arcticfox,363,109,445,200
fox (157).jpg,612,404,arcticfox,356,107,443,217
fox (158).jpg,612,391,arcticfox,301,117,342,175
fox (159).jpg,612,391,arcticfox,295,114,347,182
fox (160).jpg,407,612,arcticfox,122,163,227,303
fox (161).jpg,612,408,arcticfox,211,171,273,236
fox (162).jpg,426,612,arcticfox,104,117,349,415
fox (163).jpg,612,459,arcticfox,323,170,382,246
fox (164).jpg,612,408,arcticfox,308,102,417,235
fox (165).jpg,612,408,arcticfox,302,98,412,233
fox (166).jpg,612,408,arcticfox,257,135,348,247
fox (167).jpg,612,376,arcticfox,207,154,298,261
fox (168).jpg,612,376,arcticfox,201,149,288,267
fox (169).jpg,612,376,arcticfox,208,145,302,267
fox (170).jpg,529,325,arcticfox,177,128,248,224
fox (171).jpg,612,408,arcticfox,199,142,278,233
fox (172).jpg,612,408,arcticfox,254,177,376,301
fox (174).jpg,612,424,arcticfox,193,110,359,277
fox (175).jpg,612,392,arcticfox,360,114,478,268
fox (176).jpg,612,411,arcticfox,202,109,378,310
fox (177).jpg,612,370,arcticfox,200,136,279,240
fox (178).jpg,612,370,arcticfox,205,151,289,246
fox (179).jpg,612,390,arcticfox,230,73,318,176
fox (180).jpg,612,390,arcticfox,225,68,321,189
fox (181).jpg,612,377,arcticfox,264,72,338,159
fox (182).jpg,612,377,arcticfox,279,64,339,167
fox (183).jpg,612,377,arcticfox,289,66,361,178
fox (184).jpg,408,612,arcticfox,118,180,330,454
fox (185).jpg,612,433,arcticfox,383,110,400,195
fox (186).jpg,612,433,arcticfox,388,114,443,211
fox (187).jpg,612,612,arcticfox,72,184,441,532
fox (188).jpg,612,408,arcticfox,304,168,397,242
fox (189).jpg,612,408,arcticfox,293,83,424,246
fox (190).jpg,612,408,arcticfox,378,76,505,204
fox (191).jpg,612,408,arcticfox,175,117,408,370
fox (192).jpg,612,408,arcticfox,184,77,361,293
fox (193).jpg,612,408,arcticfox,348,145,419,229
fox (194).jpg,612,408,arcticfox,305,170,350,232
fox (195).jpg,612,408,arcticfox,296,138,398,263
fox (196).jpg,612,338,arcticfox,354,138,422,211
fox (197).jpg,612,338,arcticfox,366,139,417,208
fox (198).jpg,612,408,arcticfox,172,111,291,243
fox (199).jpg,612,443,arcticfox,247,140,408,363
fox (200).jpg,612,408,arcticfox,217,128,330,236
fox (201).jpg,612,408,arcticfox,295,215,346,270
fox (202).jpg,612,408,arcticfox,166,68,446,374
fox (203).jpg,612,408,arcticfox,213,85,407,291
fox (204).jpg,612,408,arcticfox,331,83,488,301
fox (205).jpg,612,408,arcticfox,266,106,487,385
fox (206).jpg,612,407,arcticfox,244,63,477,321
fox (207).jpg,612,408,arcticfox,303,100,411,223
fox (208).jpg,612,408,arcticfox,257,36,360,206
fox (209).jpg,612,408,arcticfox,221,39,362,211
fox (210).jpg,612,407,arcticfox,201,61,463,322
fox (211).jpg,612,408,arcticfox,178,71,471,365
fox (212).jpg,612,407,arcticfox,179,58,445,389
fox (213).jpg,612,407,arcticfox,215,105,415,332
fox (214).jpg,612,408,arcticfox,267,164,384,293
fox (215).jpg,612,408,arcticfox,283,136,367,249
fox (216).jpg,612,408,arcticfox,273,171,360,264
fox (217).jpg,612,612,arcticfox,231,142,404,341
fox (218).jpg,612,612,arcticfox,162,165,334,352
fox (219).jpg,612,612,arcticfox,224,150,406,343
fox (220).jpg,612,612,arcticfox,229,123,367,304
fox (221).jpg,612,612,arcticfox,224,105,385,292
fox (222).jpg,612,408,arcticfox,246,184,330,274
fox (223).jpg,612,408,arcticfox,276,175,349,259
fox (223).jpg,612,408,arcticfox,99,140,125,177
fox (224).jpg,612,408,arcticfox,365,144,435,240
fox (224).jpg,612,408,arcticfox,161,126,209,193
fox (225).jpg,612,408,arcticfox,115,125,172,197
fox (225).jpg,612,408,arcticfox,299,203,391,315
fox (226).jpg,612,408,arcticfox,114,119,173,210
fox (226).jpg,612,408,arcticfox,331,144,382,236
fox (227).jpg,612,408,arcticfox,49,122,98,201
fox (227).jpg,612,408,arcticfox,296,151,372,242
fox (228).jpg,612,426,arcticfox,231,139,296,216
fox (229).jpg,612,408,arcticfox,261,102,355,203
fox (230).jpg,612,408,arcticfox,300,188,351,254
fox (231).jpg,446,612,arcticfox,205,110,358,289
fox (232).jpg,612,395,arcticfox,180,245,213,293
fox (233).jpg,612,408,arcticfox,184,83,331,268
fox (234).jpg,612,408,arcticfox,392,206,460,322
fox (235).jpg,612,612,arcticfox,252,189,353,290
fox (236).jpg,612,408,arcticfox,328,116,431,242
fox (237).jpg,612,408,arcticfox,392,129,485,211
fox (238).jpg,612,612,arcticfox,306,150,435,320
fox (239).jpg,612,612,arcticfox,328,243,438,381
fox (240).jpg,612,612,arcticfox,269,254,377,398
fox (241).jpg,612,408,arcticfox,159,139,278,238
fox (242).jpg,612,408,arcticfox,343,150,396,235
fox (243).jpg,612,408,arcticfox,251,128,364,262
fox (244).jpg,612,612,arcticfox,261,218,401,394
fox (245).jpg,612,408,arcticfox,269,121,336,220
fox (246).jpg,612,408,arcticfox,272,85,351,195
fox (247).jpg,612,408,arcticfox,268,95,359,190
fox (248).jpg,612,408,arcticfox,353,130,385,167
fox (249).jpg,612,408,arcticfox,233,108,343,216
fox (250).jpg,612,408,arcticfox,246,115,345,220
fox (251).jpg,612,408,arcticfox,198,101,395,336
fox (252).jpg,612,408,arcticfox,278,106,383,237
fox (253).jpg,612,408,arcticfox,170,74,234,154
fox (254).jpg,612,408,arcticfox,209,136,271,227
fox (255).jpg,612,408,arcticfox,210,143,262,218
fox (256).jpg,612,406,arcticfox,337,170,431,299
fox (257).jpg,612,407,arcticfox,254,152,337,263
fox (258).jpg,612,408,arcticfox,301,166,353,232
fox (259).jpg,424,612,arcticfox,105,205,304,482
fox (260).jpg,612,408,arcticfox,192,39,403,337
fox (261).jpg,612,437,arcticfox,260,155,355,309
fox (262).jpg,612,437,arcticfox,255,157,355,305
fox (263).jpg,612,408,arcticfox,311,81,395,219
fox (264).jpg,612,408,arcticfox,310,91,401,216
fox (265).jpg,464,612,arcticfox,196,146,355,340
fox (266).jpg,612,408,arcticfox,302,69,429,231
fox (267).jpg,612,408,arcticfox,88,167,171,271
fox (268).jpg,612,408,arcticfox,128,94,228,222
fox (269).jpg,612,408,arcticfox,123,100,249,246
fox (270).jpg,612,408,arcticfox,280,154,321,206
fox (271).jpg,612,274,arcticfox,157,86,224,164
fox (272).jpg,612,348,arcticfox,102,107,174,202
fox (273).jpg,612,420,arcticfox,379,55,455,169
fox (274).jpg,612,374,arcticfox,389,90,431,154
fox (275).jpg,612,362,arcticfox,111,183,185,267
fox (276).jpg,612,505,arcticfox,263,68,502,351
fox (277).jpg,612,408,arcticfox,356,59,455,183
fox (278).jpg,612,408,arcticfox,367,55,460,188
fox (279).jpg,612,408,arcticfox,152,136,247,259
fox (280).jpg,612,408,arcticfox,160,108,243,218
fox (281).jpg,408,612,arcticfox,158,126,316,328
fox (282).jpg,612,408,arcticfox,187,160,246,243
fox (283).jpg,612,408,arcticfox,261,143,344,261
fox (284).jpg,612,408,arcticfox,316,89,402,222
fox (285).jpg,612,408,arcticfox,226,95,337,236
fox (286).jpg,612,408,arcticfox,145,77,244,178
fox (287).jpg,612,408,arcticfox,227,78,367,224
fox (288).jpg,612,408,arcticfox,328,189,398,278
fox (289).jpg,612,408,arcticfox,218,99,386,315
fox (290).jpg,612,408,arcticfox,170,115,282,257
fox (291).jpg,612,408,arcticfox,235,97,442,353
fox (292).jpg,612,359,arcticfox,159,119,292,280
fox (293).jpg,612,408,arcticfox,266,116,337,209
fox (294).jpg,612,408,arcticfox,324,110,421,224
fox (294).jpg,612,408,arcticfox,437,153,515,267
fox (295).jpg,612,408,arcticfox,386,34,502,212
fox (296).jpg,612,408,arcticfox,347,89,412,182
fox (297).jpg,612,396,arcticfox,331,46,480,218
fox (298).jpg,612,408,arcticfox,299,106,420,255
fox (299).jpg,612,408,arcticfox,312,125,416,234
fox (300).jpg,612,408,arcticfox,314,116,437,259
fox (301).jpg,612,408,arcticfox,361,149,436,233
fox (302).jpg,408,612,arcticfox,154,199,326,432
fox (303).jpg,612,408,arcticfox,290,64,449,289
fox (304).jpg,612,399,arcticfox,258,122,316,195
fox (305).jpg,612,399,arcticfox,260,120,320,196
fox (306).jpg,612,408,arcticfox,366,156,437,244
fox (307).jpg,612,473,arcticfox,270,151,325,217
fox (308).jpg,612,408,arcticfox,315,201,370,277
fox (309).jpg,612,408,arcticfox,310,197,367,265
fox (310).jpg,612,408,arcticfox,308,125,383,220
fox (311).jpg,612,408,arcticfox,182,130,248,225
fox (312).jpg,612,408,arcticfox,288,81,386,218
fox (313).jpg,612,408,arcticfox,186,119,278,235
fox (314).jpg,612,408,arcticfox,186,125,280,228
fox (315).jpg,612,408,arcticfox,229,132,417,326
fox (316).jpg,612,408,arcticfox,255,92,328,182
fox (317).jpg,612,408,arcticfox,264,178,335,265
fox (318).jpg,612,408,arcticfox,185,129,285,255
fox (319).jpg,612,408,arcticfox,237,125,313,221
fox (320).jpg,612,408,arcticfox,255,174,313,242
fox (321).jpg,612,408,arcticfox,314,146,394,242
fox (322).jpg,612,408,arcticfox,343,82,458,233
fox (323).jpg,612,408,arcticfox,262,154,330,240
fox (324).jpg,612,408,arcticfox,303,169,373,241
fox (325).jpg,612,408,arcticfox,274,171,319,210
fox (326).jpg,612,408,arcticfox,275,165,324,233
fox (327).jpg,612,408,arcticfox,243,108,316,186
fox (328).jpg,612,408,arcticfox,245,148,298,221
fox (329).jpg,612,408,arcticfox,256,136,337,231
fox (330).jpg,612,408,arcticfox,271,143,383,265
fox (331).jpg,612,408,arcticfox,275,191,355,271
fox (332).jpg,612,408,arcticfox,160,159,284,292
fox (333).jpg,612,612,arcticfox,134,243,408,587
fox (334).jpg,612,408,arcticfox,356,118,450,217
fox (335).jpg,612,408,arcticfox,309,144,390,252
fox (336).jpg,612,408,arcticfox,306,178,379,266
fox (337).jpg,612,408,arcticfox,290,209,342,271
fox (338).jpg,612,408,arcticfox,282,199,319,243
fox (339).jpg,612,408,arcticfox,306,176,344,233
fox (340).jpg,612,408,arcticfox,287,169,337,214
fox (341).jpg,612,408,arcticfox,225,201,272,257
fox (342).jpg,612,408,arcticfox,210,145,272,228
fox (343).jpg,612,408,arcticfox,273,194,320,240
fox (344).jpg,612,408,arcticfox,195,182,265,254
fox (345).jpg,612,408,arcticfox,367,170,455,254
fox (346).jpg,612,408,arcticfox,289,160,316,202
fox (347).jpg,612,408,arcticfox,229,169,287,233
fox (348).jpg,612,408,arcticfox,187,137,278,231
fox (349).jpg,612,408,arcticfox,135,224,211,300
fox (350).jpg,612,408,arcticfox,173,159,264,268
fox (351).jpg,612,408,arcticfox,183,195,225,251
fox (351).jpg,612,408,arcticfox,306,261,355,316
fox (351).jpg,612,408,arcticfox,471,226,506,268
fox (352).jpg,612,408,arcticfox,196,142,248,219
fox (353).jpg,612,408,arcticfox,268,160,325,228
fox (354).jpg,612,408,arcticfox,302,136,367,201
fox (355).jpg,612,408,arcticfox,318,154,423,290
fox (356).jpg,612,408,arcticfox,235,87,333,224
fox (357).jpg,612,408,arcticfox,212,195,251,245
fox (358).jpg,612,408,arcticfox,302,213,341,270
fox (359).jpg,612,408,arcticfox,272,159,328,244
